Название;Цена;Город;Дата размещения;Ссылка на фото;Ссылка на страницу
iPhone X;28 500 ;Москва;27 июня 16:00;https://74.img.avito.st/208x156/8827671974.jpg;https://www.avito.ru/rossiya/moskva/telefony/iphone_x_1946080665?slocation=621540
iPhone X;34 000 ;Республика Дагестан, Махачкала;24 июня 14:32;https://55.img.avito.st/208x156/8820532755.jpg;https://www.avito.ru/rossiya/mahachkala/telefony/iphone_x_1944621060?slocation=621540
Телефон iPhone X на 256 gb;50 000 ;Удмуртская Республика, г.о. Сарапул;2 июля 18:31;https://53.img.avito.st/208x156/8865445353.jpg;https://www.avito.ru/rossiya/sarapul/telefony/telefon_iphone_x_na_256_gb_1972949262?slocation=621540
iPhone X;21 000 ;Ульяновская область, Ульяновск;25 июня 11:14;https://23.img.avito.st/208x156/8824708923.jpg;https://www.avito.ru/rossiya/ulyanovsk/telefony/iphone_x_1954494085?slocation=621540
Телефон iPhone X;30 000 ;Республика Дагестан, Махачкала;28 июня 14:19;https://65.img.avito.st/208x156/8840873465.jpg;https://www.avito.ru/rossiya/mahachkala/telefony/telefon_iphone_x_1949080095?slocation=621540
Apple iPhone X 256 Gb Silver (LL/A );37 900 ;Московская область, Жуковский;4 июля 14:52;https://94.img.avito.st/208x156/8874067894.jpg;https://www.avito.ru/rossiya/zhukovskiy/telefony/apple_iphone_x_256_gb_silver_lla_1978638873?slocation=621540
iPhone X 64gb;34 990 ;Амурская область, Белогорск;1 июля 08:31;https://49.img.avito.st/208x156/8855543749.jpg;https://www.avito.ru/rossiya/amurskaya_oblast_belogorsk/telefony/iphone_x_64gb_1926916124?slocation=621540
Айфон X модуль;6 500 ;Иркутская область, Иркутск;29 июня 21:56;https://95.img.avito.st/208x156/8846790995.jpg;https://www.avito.ru/rossiya/irkutsk/telefony/ayfon_x_modul_1979671500?slocation=621540
iPhone X 256 гб, б/у, в хорошем состоянии,есть неб;35 000 ;Московская область, Красногорск;27 июня 02:54;https://58.img.avito.st/208x156/8834277558.jpg;https://www.avito.ru/rossiya/moskovskaya_oblast_krasnogorsk/telefony/iphone_x_256_gb_bu_v_horoshem_sostoyaniiest_neb_1918542384?slocation=621540
iPhone X 64 gb silver 'Оригинал\Новый';33 900 ;Московская область, г.о. Красногорск, рабочий пос. Нахабино;2 июля 12:53;https://97.img.avito.st/208x156/8863499197.jpg;https://www.avito.ru/rossiya/moskovskaya_oblast_krasnogorsk/telefony/iphone_x_64_gb_silver_originalnovyy_1976870483?slocation=621540
Apple iPhone X 256GB - Все Цвета;46 500 ;Хабаровский край, Хабаровск;4 июля 11:28;https://81.img.avito.st/208x156/5643811781.jpg;https://www.avito.ru/rossiya/habarovsk/telefony/apple_iphone_x_256gb_-_vse_tsveta_1171261149
iPhone X (256Gb) Silver;35 400 ;Московская область, Химки;27 июня 14:22;https://79.img.avito.st/208x156/8085940779.jpg;https://www.avito.ru/rossiya/himki/telefony/iphone_x_256gb_silver_1875683191?slocation=621540
Apple iPhone X 64GB серебристый (mqad2RU/A);29 490 ;Санкт-Петербург;3 июля 16:11;https://42.img.avito.st/208x156/8869819142.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/apple_iphone_x_64gb_serebristyy_mqad2rua_1978303531
Новый iPhone X 256gB;26 999 ;Республика Татарстан, Казань;28 июня 14:08;https://67.img.avito.st/208x156/8841050867.jpg;https://www.avito.ru/rossiya/kazan/telefony/novyy_iphone_x_256gb_1949830103?slocation=621540
iPhone X;31 000 ;Орловская область, Орёл;24 июня 09:17;https://64.img.avito.st/208x156/8818978864.jpg;https://www.avito.ru/rossiya/orel/telefony/iphone_x_1931333231?slocation=621540
Дисплей iPhone 4 4s 5 5s 6 6s 7 8 Plus X Ремонт;  ;Калининградская область, Калининград;3 июля 22:56;https://23.img.avito.st/208x156/4506873923.jpg;https://www.avito.ru/rossiya/kaliningrad/telefony/displey_iphone_4_4s_5_5s_6_6s_7_8_plus_x_remont_1536110274
Ремонт iPhone, Ремонт айфон ремонт айфонов iPad;300 ;Москва;5 июля 09:28;https://58.img.avito.st/208x156/5445848258.jpg;https://www.avito.ru/rossiya/moskva/predlozheniya_uslug/remont_iphone_remont_ayfon_remont_ayfonov_ipad_1289360067
Телефон iPhone x;29 000 ;Иркутская область, Братский р-н, Вихоревка;28 июня 09:58;https://32.img.avito.st/208x156/8839733232.jpg;https://www.avito.ru/rossiya/vihorevka/telefony/telefon_iphone_x_1925682670?slocation=621540
Телефон iPhone 10 XS MAX 64 гб;45 000 ;Красноярский край, Красноярск;29 июня 19:21;https://24.img.avito.st/208x156/8848456824.jpg;https://www.avito.ru/rossiya/krasnoyarsk/telefony/telefon_iphone_10_xs_max_64_gb_1935857304?slocation=621540
iPhone X;38 000 ;Республика Татарстан, Альметьевский р-н, муниципальное образование Город Альметьевск, Альметьевск;25 июня 12:28;https://12.img.avito.st/208x156/8871469612.jpg;https://www.avito.ru/rossiya/almetevsk/telefony/iphone_x_1948597902?slocation=621540
iPhone x;33 500 ;Архангельская область, Архангельск;25 июня 01:54;https://79.img.avito.st/208x156/6261532579.jpg;https://www.avito.ru/rossiya/arhangelsk/telefony/iphone_x_1841439587?slocation=621540
iPhone X;35 000 ;Республика Татарстан, Казань;26 июня 21:39;https://28.img.avito.st/208x156/8668934228.jpg;https://www.avito.ru/rossiya/kazan/telefony/iphone_x_1920957283
Айфон X;31 000 ;Ростовская область, Ростов-на-Дону;25 июня 09:34;https://50.img.avito.st/208x156/8824488850.jpg;https://www.avito.ru/rossiya/rostov-na-donu/telefony/ayfon_x_1955679440?slocation=621540
iPhone X 64gb;28 000 ;Краснодарский край, Абинский р-н, Абинск;26 июня 13:17;https://20.img.avito.st/208x156/8831187820.jpg;https://www.avito.ru/rossiya/abinsk/telefony/iphone_x_64gb_1939230719
iPhone X 64 gb;35 000 ;Ставропольский край, Ставрополь;25 июня 20:01;https://55.img.avito.st/208x156/8196546655.jpg;https://www.avito.ru/rossiya/stavropol/telefony/iphone_x_64_gb_1873201060?slocation=621540
iPhone X 256 GB Space Gray бу;37 900 ;Санкт-Петербург;2 июля 19:15;https://74.img.avito.st/208x156/8865659174.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/iphone_x_256_gb_space_gray_bu_1961650798?slocation=621540
iPhone X;28 500 ;Краснодарский край, Краснодар;30 июня 13:26;https://37.img.avito.st/208x156/8851987337.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/iphone_x_1941799025?slocation=621540
iPhone X;35 490 ;Тюменская область, Тюмень;30 июня 10:55;https://66.img.avito.st/208x156/8354683366.jpg;https://www.avito.ru/rossiya/tyumen/telefony/iphone_x_1906993177
Смартфон Apple iPhone X 64GB / рассрочка;38 000 ;Алтайский край, Барнаул;5 июля 08:11;https://88.img.avito.st/208x156/8876674688.jpg;https://www.avito.ru/rossiya/barnaul/telefony/smartfon_apple_iphone_x_64gb_rassrochka_1963763543?slocation=621540
Телефон iPhone X 64 GB;25 000 ;Республика Дагестан, Махачкала;30 июня 14:31;https://70.img.avito.st/208x156/8852366370.jpg;https://www.avito.ru/rossiya/mahachkala/telefony/telefon_iphone_x_64_gb_1979384757
iPhone X (64Gb);27 000 ;Московская область, Люберцы;24 июня 06:46;https://93.img.avito.st/208x156/8078204193.jpg;https://www.avito.ru/rossiya/lyubertsy/telefony/iphone_x_64gb_1875002528?slocation=621540
iPhone X iPhone XS Защитное Стекло;400 ;Санкт-Петербург;3 июля 15:06;https://47.img.avito.st/208x156/8288123747.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/iphone_x_iphone_xs_zaschitnoe_steklo_1903447971?slocation=621540
Чехол iPhone 7/8/7+/8+/X/XR/XS/XSMax/11/11Pro,Max;199 ;Тюменская область, Тюмень;4 июля 14:35;https://89.img.avito.st/208x156/8239627389.jpg;https://www.avito.ru/rossiya/tyumen/telefony/chehol_iphone_7878xxrxsxsmax1111promax_1912787123?slocation=621540
Продам новый Apple iPhone X 64 Gb silver;37 999 ;Архангельская область, Архангельск;4 июля 19:44;https://33.img.avito.st/208x156/8875443733.jpg;https://www.avito.ru/rossiya/arhangelsk/telefony/prodam_novyy_apple_iphone_x_64_gb_silver_1977822321
iPhone X «Face ID + Apple Pay»;31 990 ;Краснодарский край, Краснодар;26 июня 11:20;https://58.img.avito.st/208x156/8472308658.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/iphone_x_face_id_apple_pay_1913743103?slocation=621540
iPhone X без Face ID;21 500 ;Москва;25 июня 19:28;https://82.img.avito.st/208x156/8827728682.jpg;https://www.avito.ru/rossiya/moskva/telefony/iphone_x_bez_face_id_1946450142?slocation=621540
iPhone X 64 gb Белый Неактивированный;43 990 ;Липецкая область, Липецк;2 июля 17:36;https://73.img.avito.st/208x156/8701776373.jpg;https://www.avito.ru/rossiya/lipetsk/telefony/iphone_x_64_gb_belyy_neaktivirovannyy_1929076444
Чехол для Apple iPhone X/XS;300 ;Москва;5 июля 15:41;https://35.img.avito.st/208x156/7970702735.jpg;https://www.avito.ru/rossiya/moskva/telefony/chehol_dlya_apple_iphone_xxs_1879529953
iPhone 8 Plus только обмен на X;25 000 ;Ростовская область, Новочеркасск;30 июня 01:54;https://99.img.avito.st/208x156/8685706299.jpg;https://www.avito.ru/rossiya/novocherkassk/telefony/iphone_8_plus_tolko_obmen_na_x_1946382278?slocation=621540
iPhone X 64 GB Silver;15 500 ;Москва;25 июня 20:30;https://95.img.avito.st/208x156/8828049195.jpg;https://www.avito.ru/rossiya/moskva/telefony/iphone_x_64_gb_silver_1927517202?slocation=621540
Apple iPhone X 64GB;40 000 ;Калининградская область, Калининград;3 июля 00:58;https://82.img.avito.st/208x156/8855456882.jpg;https://www.avito.ru/rossiya/kaliningrad/telefony/apple_iphone_x_64gb_1963350247?slocation=621540
iPhone X. 256gb;50 000 ;Москва;2 июля 03:37;https://78.img.avito.st/208x156/8861676778.jpg;https://www.avito.ru/rossiya/moskva/telefony/iphone_x._256gb_1981587596?slocation=621540
iPhone 5s/6/6s/7/7+/8/8+/X (Гарантия,Ориг,Магазин);2 990 ;Саратовская область, Саратов;4 июля 15:16;https://15.img.avito.st/208x156/8631982715.jpg;https://www.avito.ru/rossiya/saratov/telefony/iphone_5s66s7788x_garantiyaorigmagazin_1207803720?slocation=621540
iPhone 4s 5s 6 6s 7 7Plus 8 8Plus X;3 300 ;Волгоградская область, Волжский;2 июля 09:48;https://59.img.avito.st/208x156/8261349859.jpg;https://www.avito.ru/rossiya/volgogradskaya_oblast_volzhskiy/telefony/iphone_4s_5s_6_6s_7_7plus_8_8plus_x_1914165841?slocation=621540
"Дисплей iPhone 4/4s/5/5s/5se/6/6s/6+/7/8/X; ремонт";350 ;Краснодарский край, Сочи;5 июля 11:45;https://71.img.avito.st/208x156/5267215171.jpg;https://www.avito.ru/rossiya/sochi/telefony/displey_iphone_44s55s5se66s678x_remont_1320728686?slocation=621540
iPhone X 64;28 500 ;Москва;25 июня 19:33;https://52.img.avito.st/208x156/8827864752.jpg;https://www.avito.ru/rossiya/moskva/telefony/iphone_x_64_1943624294?slocation=621540
Айфон 10 оригинал;30 000 ;Республика Дагестан, Махачкала;25 июня 18:40;https://31.img.avito.st/208x156/8827679031.jpg;https://www.avito.ru/rossiya/mahachkala/telefony/ayfon_10_original_1932414405?slocation=621540
Чехол iPhone X матовый (прочный силикон);195 ;Санкт-Петербург;4 июля 13:44;https://71.img.avito.st/208x156/8540039171.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/chehol_iphone_x_matovyy_prochnyy_silikon_1896427518?slocation=621540
iPhone X 256;38 000 ;Московская область, г.о. Солнечногорск, д. Голубое;25 июня 20:53;https://74.img.avito.st/208x156/8828330374.jpg;https://www.avito.ru/rossiya/andreevka/telefony/iphone_x_256_1961132971
iPhone X 256 GB Space Gray бу;37 900 ;Санкт-Петербург;2 июля 19:15;https://74.img.avito.st/208x156/8865659174.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/iphone_x_256_gb_space_gray_bu_1961650798?slocation=621540
Телефон iPhone X;34 000 ;Республика Татарстан, Казань;27 июня 19:40;https://13.img.avito.st/208x156/8837828213.jpg;https://www.avito.ru/rossiya/kazan/telefony/telefon_iphone_x_1927790823
iPhone X (64 gb);21 000 ;Санкт-Петербург;25 июня 21:07;https://26.img.avito.st/208x156/8828180526.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/iphone_x_64_gb_1970220973
iPhone X «64 гб»;25 990 ;Краснодарский край, Краснодар;27 июня 15:23;https://47.img.avito.st/208x156/8836808047.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/iphone_x_64_gb_1945565239?slocation=621540
iPhone X;24 000 ;Пензенская область, Пенза;25 июня 14:16;https://39.img.avito.st/208x156/8660432939.jpg;https://www.avito.ru/rossiya/penza/telefony/iphone_x_1937398596?slocation=621540
iPhone X 64gb;30 000 ;Самарская область, Самара;24 июня 14:51;https://85.img.avito.st/208x156/8820907285.jpg;https://www.avito.ru/rossiya/samara/telefony/iphone_x_64gb_1954994079?slocation=621540
iPhone X 64gb;25 000 ;Архангельская область, Архангельск;26 июня 23:00;https://00.img.avito.st/208x156/8834177900.jpg;https://www.avito.ru/rossiya/arhangelsk/telefony/iphone_x_64gb_1951954526?slocation=621540
Apple iPhone X 64 GB Silver;29 900 ;Московская область, Клин;29 июня 11:29;https://74.img.avito.st/208x156/8845502574.jpg;https://www.avito.ru/rossiya/klin/telefony/apple_iphone_x_64_gb_silver_1931895827?slocation=621540
iPhone X;33 900 ;Санкт-Петербург;30 июня 17:18;https://50.img.avito.st/208x156/5750867450.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/iphone_x_1771627161?slocation=621540
iPhone X 64GB no Face id;29 990 ;Москва;2 июля 08:15;https://33.img.avito.st/208x156/8862037333.jpg;https://www.avito.ru/rossiya/moskva/telefony/iphone_x_64gb_no_face_id_1918671868?slocation=621540
Телефон iPhone X 64 гб;30 000 ;Челябинская область, Челябинск;27 июня 10:06;https://79.img.avito.st/208x156/8670530679.jpg;https://www.avito.ru/rossiya/chelyabinsk/telefony/telefon_iphone_x_64_gb_1945187201?slocation=621540
iPhone X (64Gb) Space Grey;25 200 ;Москва;26 июня 21:03;https://98.img.avito.st/208x156/8079831598.jpg;https://www.avito.ru/rossiya/moskva/telefony/iphone_x_64gb_space_grey_1875164380?slocation=621540
iPhone X 64;35 000 ;Забайкальский край, Чита;24 июня 12:09;https://03.img.avito.st/208x156/8047804903.jpg;https://www.avito.ru/rossiya/chita/telefony/iphone_x_64_1861570454?slocation=621540
iPhone X 64 гб;38 000 ;Иркутская область, Зима;29 июня 20:32;https://22.img.avito.st/208x156/6301919422.jpg;https://www.avito.ru/rossiya/zima/telefony/iphone_x_64_gb_1835919353?slocation=621540
iPhone X 256gb не активирован;44 000 ;Липецкая область, Липецк;29 июня 13:30;https://49.img.avito.st/208x156/8846239149.jpg;https://www.avito.ru/rossiya/lipetsk/telefony/iphone_x_256gb_ne_aktivirovan_1975286532?slocation=621540
